train_loss	train_depth_error
tensor(11.3049, device='cuda:0')	tensor(25.5699, device='cuda:0')
tensor(11.0830, device='cuda:0')	tensor(25.0164, device='cuda:0')
tensor(11.5287, device='cuda:0')	tensor(26.1064, device='cuda:0')
tensor(11.1851, device='cuda:0')	tensor(25.2788, device='cuda:0')
tensor(11.1579, device='cuda:0')	tensor(25.1834, device='cuda:0')
tensor(11.3306, device='cuda:0')	tensor(25.5583, device='cuda:0')
tensor(10.9017, device='cuda:0')	tensor(24.5982, device='cuda:0')
tensor(11.1723, device='cuda:0')	tensor(25.1964, device='cuda:0')
tensor(12.0386, device='cuda:0')	tensor(27.1149, device='cuda:0')
tensor(11.6419, device='cuda:0')	tensor(26.2192, device='cuda:0')
tensor(11.2982, device='cuda:0')	tensor(25.4309, device='cuda:0')
tensor(11.5723, device='cuda:0')	tensor(26.0906, device='cuda:0')
tensor(11.6658, device='cuda:0')	tensor(26.2682, device='cuda:0')
tensor(11.3280, device='cuda:0')	tensor(25.4546, device='cuda:0')
tensor(11.8266, device='cuda:0')	tensor(26.5834, device='cuda:0')
tensor(11.4724, device='cuda:0')	tensor(25.7794, device='cuda:0')
tensor(11.4893, device='cuda:0')	tensor(25.8620, device='cuda:0')
tensor(11.5831, device='cuda:0')	tensor(26.0111, device='cuda:0')
tensor(11.4877, device='cuda:0')	tensor(25.7591, device='cuda:0')
tensor(12.0229, device='cuda:0')	tensor(26.9573, device='cuda:0')
tensor(11.4881, device='cuda:0')	tensor(25.8374, device='cuda:0')
tensor(11.5368, device='cuda:0')	tensor(25.8868, device='cuda:0')
tensor(11.6781, device='cuda:0')	tensor(26.2260, device='cuda:0')
tensor(11.4348, device='cuda:0')	tensor(25.6960, device='cuda:0')
tensor(10.9425, device='cuda:0')	tensor(24.6587, device='cuda:0')
tensor(11.8058, device='cuda:0')	tensor(26.5675, device='cuda:0')
tensor(11.7671, device='cuda:0')	tensor(26.4478, device='cuda:0')
tensor(11.5167, device='cuda:0')	tensor(25.8777, device='cuda:0')
tensor(11.5433, device='cuda:0')	tensor(25.8702, device='cuda:0')
tensor(11.6934, device='cuda:0')	tensor(26.2030, device='cuda:0')
tensor(11.6466, device='cuda:0')	tensor(26.1377, device='cuda:0')
tensor(11.8257, device='cuda:0')	tensor(26.4943, device='cuda:0')
tensor(10.9920, device='cuda:0')	tensor(24.6936, device='cuda:0')
tensor(10.9662, device='cuda:0')	tensor(24.5299, device='cuda:0')
tensor(11.4760, device='cuda:0')	tensor(25.8030, device='cuda:0')
tensor(11.1539, device='cuda:0')	tensor(24.9453, device='cuda:0')
tensor(11.1486, device='cuda:0')	tensor(24.9474, device='cuda:0')
tensor(11.0805, device='cuda:0')	tensor(24.7039, device='cuda:0')
tensor(11.5312, device='cuda:0')	tensor(25.6548, device='cuda:0')
tensor(11.6116, device='cuda:0')	tensor(25.8190, device='cuda:0')
tensor(11.6715, device='cuda:0')	tensor(25.9613, device='cuda:0')
tensor(11.3715, device='cuda:0')	tensor(25.3725, device='cuda:0')
tensor(11.5196, device='cuda:0')	tensor(25.7336, device='cuda:0')
tensor(11.9417, device='cuda:0')	tensor(26.5829, device='cuda:0')
tensor(11.3659, device='cuda:0')	tensor(25.3543, device='cuda:0')
tensor(10.9722, device='cuda:0')	tensor(24.4069, device='cuda:0')
tensor(11.2255, device='cuda:0')	tensor(24.9894, device='cuda:0')
tensor(10.9594, device='cuda:0')	tensor(24.3337, device='cuda:0')
tensor(11.4292, device='cuda:0')	tensor(25.4056, device='cuda:0')
tensor(10.7989, device='cuda:0')	tensor(23.8963, device='cuda:0')
tensor(10.6688, device='cuda:0')	tensor(23.7212, device='cuda:0')
tensor(11.3118, device='cuda:0')	tensor(25.2101, device='cuda:0')
tensor(11.0487, device='cuda:0')	tensor(24.5825, device='cuda:0')
tensor(11.0521, device='cuda:0')	tensor(24.4797, device='cuda:0')
tensor(11.1549, device='cuda:0')	tensor(24.8390, device='cuda:0')
tensor(11.0206, device='cuda:0')	tensor(24.6085, device='cuda:0')
tensor(11.1381, device='cuda:0')	tensor(24.6576, device='cuda:0')
tensor(10.9729, device='cuda:0')	tensor(24.2625, device='cuda:0')
tensor(11.5447, device='cuda:0')	tensor(25.4985, device='cuda:0')
tensor(11.1505, device='cuda:0')	tensor(24.7120, device='cuda:0')
tensor(11.3356, device='cuda:0')	tensor(25.0830, device='cuda:0')
tensor(11.2206, device='cuda:0')	tensor(24.8333, device='cuda:0')
tensor(10.9442, device='cuda:0')	tensor(24.2826, device='cuda:0')
tensor(10.9620, device='cuda:0')	tensor(24.2403, device='cuda:0')
tensor(10.8273, device='cuda:0')	tensor(23.9464, device='cuda:0')
tensor(11.0612, device='cuda:0')	tensor(24.5208, device='cuda:0')
tensor(11.0375, device='cuda:0')	tensor(24.4210, device='cuda:0')
tensor(10.7725, device='cuda:0')	tensor(23.7900, device='cuda:0')
tensor(11.0039, device='cuda:0')	tensor(24.3400, device='cuda:0')
tensor(10.5898, device='cuda:0')	tensor(23.4361, device='cuda:0')
tensor(11.3039, device='cuda:0')	tensor(25.0044, device='cuda:0')
tensor(11.2343, device='cuda:0')	tensor(24.7528, device='cuda:0')
tensor(11.5553, device='cuda:0')	tensor(25.5555, device='cuda:0')
tensor(11.0906, device='cuda:0')	tensor(24.3626, device='cuda:0')
tensor(11.1894, device='cuda:0')	tensor(24.6595, device='cuda:0')
tensor(11.0534, device='cuda:0')	tensor(24.4909, device='cuda:0')
tensor(11.1683, device='cuda:0')	tensor(24.7295, device='cuda:0')
tensor(11.1364, device='cuda:0')	tensor(24.6219, device='cuda:0')
tensor(11.3360, device='cuda:0')	tensor(25.0690, device='cuda:0')
tensor(10.8868, device='cuda:0')	tensor(24.0191, device='cuda:0')
tensor(11.2798, device='cuda:0')	tensor(24.9394, device='cuda:0')
tensor(10.9550, device='cuda:0')	tensor(24.1588, device='cuda:0')
tensor(11.3085, device='cuda:0')	tensor(24.9892, device='cuda:0')
tensor(10.8567, device='cuda:0')	tensor(24.0354, device='cuda:0')
tensor(10.8145, device='cuda:0')	tensor(23.9295, device='cuda:0')
tensor(10.6095, device='cuda:0')	tensor(23.4318, device='cuda:0')
tensor(10.9400, device='cuda:0')	tensor(24.0870, device='cuda:0')
tensor(11.6032, device='cuda:0')	tensor(25.6572, device='cuda:0')
tensor(11.0889, device='cuda:0')	tensor(24.5053, device='cuda:0')
tensor(10.9566, device='cuda:0')	tensor(24.2261, device='cuda:0')
tensor(11.0747, device='cuda:0')	tensor(24.3627, device='cuda:0')
tensor(11.0664, device='cuda:0')	tensor(24.4271, device='cuda:0')
tensor(10.8301, device='cuda:0')	tensor(24.0489, device='cuda:0')
tensor(10.8188, device='cuda:0')	tensor(23.9251, device='cuda:0')
tensor(10.7740, device='cuda:0')	tensor(23.8910, device='cuda:0')
tensor(10.2678, device='cuda:0')	tensor(22.7418, device='cuda:0')
tensor(10.3538, device='cuda:0')	tensor(23.0067, device='cuda:0')
tensor(10.3984, device='cuda:0')	tensor(23.0160, device='cuda:0')
tensor(10.6087, device='cuda:0')	tensor(23.4474, device='cuda:0')
tensor(10.4339, device='cuda:0')	tensor(23.1648, device='cuda:0')
tensor(10.5420, device='cuda:0')	tensor(23.3300, device='cuda:0')
tensor(10.7443, device='cuda:0')	tensor(23.8500, device='cuda:0')
tensor(10.9517, device='cuda:0')	tensor(24.2243, device='cuda:0')
tensor(10.8757, device='cuda:0')	tensor(24.0144, device='cuda:0')
tensor(12.1666, device='cuda:0')	tensor(26.8460, device='cuda:0')
tensor(11.3495, device='cuda:0')	tensor(24.9396, device='cuda:0')
tensor(11.8121, device='cuda:0')	tensor(25.9594, device='cuda:0')
tensor(11.7491, device='cuda:0')	tensor(25.7730, device='cuda:0')
tensor(11.1696, device='cuda:0')	tensor(24.5136, device='cuda:0')
tensor(11.2984, device='cuda:0')	tensor(24.7869, device='cuda:0')
tensor(10.7325, device='cuda:0')	tensor(23.7286, device='cuda:0')
tensor(10.7658, device='cuda:0')	tensor(23.8006, device='cuda:0')
tensor(10.7952, device='cuda:0')	tensor(23.8553, device='cuda:0')
tensor(10.4978, device='cuda:0')	tensor(23.0407, device='cuda:0')
tensor(10.4681, device='cuda:0')	tensor(23.0744, device='cuda:0')
tensor(10.9143, device='cuda:0')	tensor(24.1902, device='cuda:0')
tensor(10.5873, device='cuda:0')	tensor(23.3544, device='cuda:0')
tensor(10.9580, device='cuda:0')	tensor(24.1568, device='cuda:0')
tensor(11.1914, device='cuda:0')	tensor(24.6269, device='cuda:0')
tensor(10.5415, device='cuda:0')	tensor(23.2641, device='cuda:0')
tensor(11.0235, device='cuda:0')	tensor(24.2425, device='cuda:0')
tensor(11.2628, device='cuda:0')	tensor(24.8398, device='cuda:0')
tensor(10.6368, device='cuda:0')	tensor(23.3670, device='cuda:0')
tensor(10.2923, device='cuda:0')	tensor(22.6439, device='cuda:0')
tensor(10.3707, device='cuda:0')	tensor(22.8491, device='cuda:0')
tensor(10.8229, device='cuda:0')	tensor(23.6973, device='cuda:0')
tensor(10.8908, device='cuda:0')	tensor(23.8969, device='cuda:0')
tensor(10.7208, device='cuda:0')	tensor(23.5425, device='cuda:0')
tensor(10.9893, device='cuda:0')	tensor(24.1477, device='cuda:0')
tensor(10.8332, device='cuda:0')	tensor(23.7735, device='cuda:0')
tensor(10.9359, device='cuda:0')	tensor(23.9706, device='cuda:0')
tensor(10.6961, device='cuda:0')	tensor(23.4447, device='cuda:0')
tensor(10.6264, device='cuda:0')	tensor(23.2437, device='cuda:0')
tensor(10.4513, device='cuda:0')	tensor(22.8907, device='cuda:0')
tensor(10.5081, device='cuda:0')	tensor(23.0803, device='cuda:0')
tensor(11.0977, device='cuda:0')	tensor(24.3711, device='cuda:0')
tensor(10.4435, device='cuda:0')	tensor(22.9244, device='cuda:0')
tensor(10.7360, device='cuda:0')	tensor(23.5591, device='cuda:0')
tensor(10.8574, device='cuda:0')	tensor(23.7965, device='cuda:0')
tensor(10.3845, device='cuda:0')	tensor(22.8160, device='cuda:0')
tensor(11.3578, device='cuda:0')	tensor(24.8993, device='cuda:0')
tensor(11.0410, device='cuda:0')	tensor(24.2242, device='cuda:0')
tensor(10.4092, device='cuda:0')	tensor(22.7953, device='cuda:0')
tensor(10.6005, device='cuda:0')	tensor(23.2155, device='cuda:0')
tensor(10.5083, device='cuda:0')	tensor(23.0262, device='cuda:0')
tensor(10.8153, device='cuda:0')	tensor(23.6867, device='cuda:0')
tensor(10.4541, device='cuda:0')	tensor(23.0262, device='cuda:0')
tensor(10.5136, device='cuda:0')	tensor(23.2051, device='cuda:0')
tensor(10.2406, device='cuda:0')	tensor(22.6286, device='cuda:0')
tensor(10.4513, device='cuda:0')	tensor(23.0671, device='cuda:0')
tensor(10.5864, device='cuda:0')	tensor(23.4032, device='cuda:0')
tensor(10.3862, device='cuda:0')	tensor(22.8385, device='cuda:0')
tensor(10.2533, device='cuda:0')	tensor(22.7095, device='cuda:0')
tensor(10.1349, device='cuda:0')	tensor(22.2956, device='cuda:0')
tensor(9.8905, device='cuda:0')	tensor(21.7423, device='cuda:0')
tensor(10.5440, device='cuda:0')	tensor(23.1570, device='cuda:0')
tensor(10.0959, device='cuda:0')	tensor(22.1756, device='cuda:0')
tensor(10.1181, device='cuda:0')	tensor(22.2078, device='cuda:0')
tensor(10.7900, device='cuda:0')	tensor(23.5326, device='cuda:0')
tensor(10.9632, device='cuda:0')	tensor(23.9139, device='cuda:0')
tensor(11.0993, device='cuda:0')	tensor(24.1800, device='cuda:0')
tensor(11.3943, device='cuda:0')	tensor(24.8128, device='cuda:0')
tensor(10.4859, device='cuda:0')	tensor(22.8480, device='cuda:0')
tensor(11.0061, device='cuda:0')	tensor(24.0118, device='cuda:0')
tensor(10.8264, device='cuda:0')	tensor(23.6375, device='cuda:0')
tensor(10.5666, device='cuda:0')	tensor(23.0276, device='cuda:0')
tensor(10.6411, device='cuda:0')	tensor(23.2596, device='cuda:0')
tensor(10.1957, device='cuda:0')	tensor(22.1984, device='cuda:0')
tensor(11.3575, device='cuda:0')	tensor(25.0504, device='cuda:0')
tensor(10.8619, device='cuda:0')	tensor(24.0788, device='cuda:0')
tensor(10.7027, device='cuda:0')	tensor(23.4254, device='cuda:0')
tensor(10.9178, device='cuda:0')	tensor(24.0434, device='cuda:0')
tensor(10.6751, device='cuda:0')	tensor(23.4992, device='cuda:0')
tensor(9.8460, device='cuda:0')	tensor(21.5541, device='cuda:0')
tensor(10.5809, device='cuda:0')	tensor(23.1329, device='cuda:0')
